Full Regression;new
0,855302574540475;0,811400518468795
0,694354715030304;0,694428225554433
0,854129167031447;0,883696103678440
0,876023833640729;0,879174887742446
NA;0,740928682099403
0,720515089678138;0,742004722064759
0,779482976912051;0,768181940273484
0,583025508947024;0,787468694693451
0,655095240385609;0,682698562368932
0,811416557442370;0,805635328818340
0,479741074068777;0,722551404380595
0,888360924376293;0,898781807441124
0,870374192042562;0,905937364741095
0,714318857836450;0,784622638839559
NA;0,716543635990441
0,779300101874594;0,805075046853405
0,785465525636875;0,786701030698510
0,796485227097837;0,811257802481970
0,683432027484058;0,715946235312698
0,774407206114824;0,757013612980333
0,807365674781533;0,825785603699186
0,839466780930406;0,844539150290143
0,836941056789328;0,883594024775354
0,846584800900868;0,833647236013247
0,780884638303914;0,844430000373052
0,787720426618307;0,816035378465592
0,808476996607917;0,825334618681439
0,819959908354326;0,829548258081376
0,564375574189659;0,522638504455157
0,662654515533279;0,641861262265867
0,914902540688755;0,919752677311440
0,836056835944028;0,849979801277092
0,778266682845387;0,795074848443439
0,836858502085314;0,836012355970842
0,819283410326843;0,808369427045845
0,749929626004556;0,725974026070838
0,744300833386993;0,797981945016308
0,810110587598648;0,810469720347429
NA;0,606314051177278
0,794116184016721;0,834348298462696
0,661440425601419;0,728796511200633
0,800456640207284;0,806635475857150
0,729475366382026;0,722311345184406
0,892283318998727;0,901300948361452
0,751966639733069;0,753528490352794
0,427702558362033;0,559662986560829
0,534278921515371;0,634278051315183
0,646444536353498;0,679804046723725
0,874170094425486;0,880828106683782
0,563467731153700;0,439071676202446
0,832598954424390;0,903750123513251
0,695359432500054;0,792907453500490
0,822825318065675;0,854131529304875
0,790433769069856;0,803944114710388
0,741344741407641;0,769776414230339
0,805518966689494;0,855286272231700
0,658878446683721;NA
0,904452694468234;0,911188182773147
0,708914676064686;0,811491569352973
0,837999811957603;0,840575020036566
0,859198949077630;0,874577260232261
0,845755684227881;0,858413123598703
0,725535833177402;0,822597640429953
0,886213234547543;0,887644491974880
0,697097080780439;0,814580575454072
NA;0,799577505822618
0,851820541883559;0,902173358231716
0,865560071416426;0,875495175785637
0,808389844476427;0,815836327692736
0,875587908330195;0,884980118726574
0,837062699707269;0,833562584355565
0,806070196974365;0,816200796919813
0,751017672862382;0,760103112242117
0,817514972784841;0,768585163873338
NA;0,728108391331838
0,875778361991173;0,826761583279519
0,678166618000061;0,694467332610879
0,835237769076123;0,765256706900566
0,802443514725635;0,808943858999435
0,719596144563935;0,774117869906234
0,851209786514923;0,865909941193490
0,841706022897453;0,872674286069832
0,724734866695913;0,747328462615964
0,806939621310021;0,799799647547894
0,662627485834906;0,621871930585791
0,762903074454967;NA
0,853443796695849;0,851551116492589
0,772363802693864;0,805134822222059
0,873580851908098;0,886964840340967
0,793266832441388;0,826443934427130
0,859971242308636;0,851156403625391
0,563994324642309;0,734664868370918
0,806258535391317;0,792454311377808
0,762876052272481;0,788685530024343
0,796002118094224;0,820211782762921
0,765782752148244;0,781210185338292
0,734239344971062;0,583569939226989
0,794522030515682;0,740524946300241
0,863516756064064;0,875080654761043
NA;0,494869441134417
0,868191786666613;0,893361059257046
0,677980859424605;0,736415342004033
0,750720587250731;0,764519120167208
0,765718225697304;0,728154823352467
0,868962369585717;0,837364857299472
0,861733755288697;0,862124260715078
0,800460951565464;0,850580989297653
0,399755618699540;0,153640529281188
0,631839259355199;0,581065475673950
0,823474931463736;0,825757840893984
0,777686558469028;0,811220804504970
0,719901439534228;0,762250494818151
0,667806184624526;0,713115406370318
0,703085038863341;0,785503753734454
0,810321787887207;0,784652558089590
0,727576775546331;0,755420928647599
0,708719083869025;0,667757569347453
0,814144422223972;0,820523705550650
0,827827779639313;0,847265894898138
0,744667238196352;0,750110261619469
0,770786943052400;0,687000849774198
0,829419671018741;0,843644928056406
0,777997470694445;0,829715871707351
0,825779757825807;0,863806884027025
0,791253090675221;0,774700686407819
0,791488985741315;0,844392568042863
0,739445717049161;0,745154458351605
NA;0,755466018448940
0,868422980388354;0,881441136655933
0,486096111169368;0,609250965545275
0,888665124749828;0,885432727975156
0,644197482532643;0,561621988507487
0,743091510259065;0,770391192729014
0,723652122064111;0,740546268021490
0,694860155882269;0,691466706239399
0,508877886788601;0,782838293175668
0,685742315930026;0,724336851126197
0,650304844554768;0,683723947173241
0,779599018363213;0,779601299947414
0,760360725882384;0,786240684377936
0,703591896295815;0,715567002046442
0,721649407722595;0,838143751571725
0,876945901463230;0,876911135169338
0,864794260684189;0,882905960777527
0,788902696479910;0,800756665725954
0,782015511153884;0,769871730825309
0,696949493505133;0,711086945286911
NA;NA
0,781951719418713;0,755123940430864
0,787232355587894;0,814418973539068
0,778829881583770;0,833514455076592
0,776223831435030;0,858643904419355
0,663368163309339;0,640595624620088
0,792402789582978;0,794928270630724
0,823115265994918;0,765491775899512
0,824498308304446;0,832446922431670
NA;0,629261996981024
0,727422128363868;0,850302331673230
0,787547881932786;0,798064065657567
0,836805833558945;0,840747242590722
0,756448207402400;0,794301958911788
0,892729871879248;0,899735171973374
0,904475002526643;0,901204560680095
0,791548255961642;0,791323340741538
0,805370652794735;0,824986802407266
0,800025412678927;0,802336751961026
0,792138898381899;0,741999422428923
0,732355952992072;0,789300714711351
0,796436153678603;0,810836936410683
0,705085828453401;0,726270565936025
0,841008834138642;0,842847723151919
0,777247731366062;0,823092360376735
0,904385776043310;0,896391064201730
0,552299271703054;0,630917139299725
0,852999760348352;0,843112966702817
0,680034908955917;0,773447208411158
0,719598207743582;0,739007509670636
0,736481276896176;0,756045011656790
0,812033482227439;0,819538213185511
0,725901433256987;0,734279457372844
0,743950835621536;0,807687270705863
0,815505158103735;0,810476948895098
0,875172881346705;0,868117189791818
0,736834894214561;0,800421534783199
0,876846778374347;0,885635418807011
0,827911196420799;0,842559809136673
0,784362871069756;0,805260352419326
0,852959178403984;0,861862043313139
0,736957386911092;0,742383442718650
0,869936754927727;0,860473867823692
